id,shortID,title,open,modified,created,creatorID,description,labelIDs
gW4A4-tVeA0e0YrSsYLqX,1942,zql: Limit needs to pull more data,True,1716811440000.0,1716811440000.0,nqYkxAGMnzk7Y5STjZryV,"When we have a query with a limit. If a row is removed or changed so that it no longer is in the view we should pull for more data from the source.

#1866 has tests for this case and these tests fail

The problem is that we do not know that we changed the min/max until we are in the commit phase and pullHistoricalData does not work in the commit phase.

",
y1MUdMqchAamKfMC-6aFU,1852,ZQL: Write test for remove all,True,1715968725000.0,1715968664000.0,nqYkxAGMnzk7Y5STjZryV,"I should really have written a test for this... TODO

_Originally posted by @arv in https://github.com/rocicorp/mono/pull/1848#issuecomment-2117936187_",
azP-Z7eh40PAVtIliJ-12,1840,View Syncer b0rked with invalid snapshot identifier,False,1715906651000.0,1715877820000.0,ieK09sy2C_AIWE8KRkrQR,"<img width=""2503"" alt=""Screenshot 2024-05-16 at 09 41 53"" src=""https://github.com/rocicorp/mono/assets/132324914/8c161d0a-3dd5-4b59-adb9-cbba6c9a43c1"">

I bet this has to do with the TransactionPool caching. I'll revert that to get things working and study the logs post-mortem.",
EXpLtXkeB--ideoLqoopz,1824,Zeppliear: Exception because issue missing properties,True,1715699188000.0,1715676220000.0,nqYkxAGMnzk7Y5STjZryV,"To reproduce scroll down in Zeppliear.

![image](https://github.com/rocicorp/mono/assets/45845/5b80ca74-1600-438b-b40d-18e7f9f35d7c)

`row` is 

```
{
    ""id"": ""_0kcprVNTV"",
    ""issue"": {
        ""id"": ""_0kcprVNTV"",
        ""kanbanOrder"": ""0""
    },
    ""labels"": []
}
```

but the type of `row` is supposed to be `{issue: Issue; labels: string[]};`",
Lo98nXz8eCj624qfhyfMd,1823,Zeppliear: limit is broken ,False,1716811486000.0,1715675567000.0,nqYkxAGMnzk7Y5STjZryV,"I was hitting this when testing Zeppliear

In Zeppliear we have a limit of 200 but we end up with a case where we get to `#limitedAddAll` where  the size of the BTree is 201 (changing the limit to 10 hits a case where the data.size is 11):

https://github.com/rocicorp/mono/blob/baff399d78101ac77813803516b06a0c84fa4209/packages/zql/dist/zql/ivm/view/tree-view.ts#L142-L144


I did some debugging and the problem seems to be that the we call tree `set` without going through the _limit function_ so the tree size is larger than we expect.

https://github.com/rocicorp/mono/blob/baff399d78101ac77813803516b06a0c84fa4209/packages/zql/dist/zql/ivm/source/set-source.ts#L173-L175
",
GgpFqe8eiV-A3d6_AEMk5,1822,Type Generation for Client API,True,1715671242000.0,1715671153000.0,OeVnr1y5bEM_Yg06sUFtD,,
wXojICEjDrM2vZK7SXBSI,1821,Auth,True,1715671253000.0,1715671048000.0,OeVnr1y5bEM_Yg06sUFtD,Right now we have a few paragraphs of text and a code block. We need to design and implement both authentication and authorization.,
Y3WTx0k75v5gebho0Yps0,1820,test,False,1715671278000.0,1715670370000.0,OeVnr1y5bEM_Yg06sUFtD,test,
-Thbh2750u8nQUnsjkl2X,1781,AST `field` should be split into `table` and `column` parts,False,1716564468000.0,1715198543000.0,tDY6IbKdVqbBlRBc3XMwF,"All `fields` should be tuples of `table`, `column` -- https://github.com/rocicorp/mono/blob/main/packages/zql/dist/zql/ast/ast.ts#L19

Right now we encode table + column via a dot in the string.",
IFSSd3eg8K3Sr9Pli5xiI,1780,Implement sub-queries / move to north star query API,True,1715196481000.0,1715196474000.0,tDY6IbKdVqbBlRBc3XMwF,"To get us to our aspirational API and remove the awkward:

```
issue
  .join(issueLabel)
  .join(label)
  .groupBy(issue.id)
  .select(issue.*, agg.array(label))
```

to:

```
issue.select(issue.*, nest('labels', q => q.queryLabels()))
```

- Requires #1779 for the nice `q.queryLabels` sort of syntax",
2_l4gdyWVihEYEY3qwL2W,1779,Simplify `join` by using client side schema information,True,1715196272000.0,1715196272000.0,tDY6IbKdVqbBlRBc3XMwF,"- #1775 

Once we know available foreign keys the `Join` API can go from:

```
issue.join(issueLabel, 'issueLabel', 'id', 'issueID')
```

to:

```
issue.join(issueLabel)
```",
s7nKQH4tFZB6n0Y-UaVXE,1778,AST and QueryBuilder type divergence,True,1715196166000.0,1715196166000.0,tDY6IbKdVqbBlRBc3XMwF,"- where conditions definitely have duplicative structures
- order by too
- others?",
Wh3BGUvDYTfCdTKsUm4aw,1776,typescript types for `join` selectors on the right table are incorrect,True,1716564397000.0,1715192998000.0,tDY6IbKdVqbBlRBc3XMwF,"If you alias a table that you join, TypeScript tells you that the selector in un-aliased. This is wrong. The selector needs to use the alias name.

```ts
issue.join(label, 'stuff', 'id', 'label.id')
```

'label.id' should be 'stuff.id'",
jdZuxcMAcF22nwLZ2-wI6,1775,Need schema information on the client,True,1716564478000.0,1715192910000.0,tDY6IbKdVqbBlRBc3XMwF,"for:

1. compound primary keys
2. #1700 
3. better ergonomics for foreign key traversal",
oMXXm_O2ekVt9C8koCkou,1757,Zeppliear: Back button no longer works,True,1715085530000.0,1715085530000.0,nqYkxAGMnzk7Y5STjZryV,We used to be able to go back and forth using the browser back and forward buttons,
gZw3ftjun5SZcLwQN7qre,1739,Zero/Reflect: Consider using websocket ping frames?,False,1715066131000.0,1714987020000.0,nqYkxAGMnzk7Y5STjZryV,"The websocket protocol has built in ping support.

https://developer.mozilla.org/en-US/docs/Web/API/WebSockets_API/Writing_WebSocket_servers#pings_and_pongs_the_heartbeat_of_websockets

https://www.rfc-editor.org/rfc/rfc6455

Do we really need application level support for ping/pong?",
qjceEA0PK8JwC8ZtIRheS,1700,ZQL: need to ignore incomplete rows,False,1718868285000.0,1714601979000.0,OeVnr1y5bEM_Yg06sUFtD,"Say we have a row cached with columns {a, b, c}. If we select the same row with columns {a, b, c, d}, we shouldn't return the cached row.",
02kEEyJGmES9OjXXAkyBA,1674,ZQL - double check operators are all lazy where possible,True,1715649261000.0,1714484962000.0,tDY6IbKdVqbBlRBc3XMwF,"map & filter & the newest distinct operator are lazy & 0-copy in terms of making new collections. All operators should be lazy if possible.

- can join be more lazy?
- reduce?
- agg & full agg operators?",
SihBUomWCf-ksK8hBvy6p,1654,[notes] ZQL Join & Sub-query Optimization,True,1714760950000.0,1714155182000.0,tDY6IbKdVqbBlRBc3XMwF,"- If/when we need to optimize joins, there are some thoughts here in the description: https://github.com/rocicorp/mono/pull/1644

One item not mentioned there is that we can also re-order where `join` occurs in the data flow graph in order to:
1. Compute a join once and share it among all queries
2. Constrain a join to a subset of the table being joined

These same optimizations apply to correlated sub-queries.

An interesting little bit about sub-queries is that if the sub-query is not used in a `where` or `order-by`, we can completely skip evaluating it until the limited view returns it.

E.g.,
```ts
issue.select(user.select..., title, id).limit(10)
```

We can wait to evaluate the `user.select` until we know the final 10 rows being returned.


related docs:
- https://www.notion.so/replicache/No-Memory-IVM-4ff5c1746fc14cf6a4a8b283cfe48e0e
- https://www.notion.so/replicache/Sub-Query-Implementation-Options-50ecab0b78b44c7aa04114d440e5a046",
AuiUsUv4Q9XFVqfbGlx9U,1650,zql devx issues,True,1714157742000.0,1714130250000.0,tDY6IbKdVqbBlRBc3XMwF,"1. The developer having to provide `FromSet` is awkward. Can this just be a list of `Entity` types instead? E.g., `EntityQuery<FromSet>` -> `EntityQuery<...Entities>`
2. join changing the nesting level of the results of a query could be problematic. E.g., from `Issue[]` to `{issue: Issue, label: Label}[]` See commit: https://github.com/rocicorp/mono/pull/1640/commits/ac0deea5b64f3a4c50565c1ad11285eabaebf7a7 where the query is changed to join labels and the impact ripples through the app. The commit comment documents a few options.
3. Select changing the return type of a query makes it impossible to re-assign to the same variable after applying select. `q = query; q = q.select('foo') // type error`
4. `Return` being on a type param in the EntityQuery makes it hard to take `EntityQuery` as an arg to a function and error prone when defining filters.
   1. Specifically, if someone fumbles `Return` and/or `FromSet` then they will write unqualified `where` when the `where` requires qualification. The root of the problem is that `{a: any}` is wider than `{a: any, b: any}` and we allow unqalified `where` if the `FromSet` only has a single prop.
5. Because `join` changes generics on the query, having a function that updates the query with new `HAVING` filters (and no selects) can produce an incompatible query. Specifically: https://github.com/rocicorp/mono/pull/1640/commits/183979c6cea435e11d4ab9fca977b412c312fa0c#diff-a275f49b14e8e300928bee76064f80e20e5cba32e36975fda20caa65a395075cR383
   1. We can remove most of this problem by introducing `whereExists`
   2. Maybe a non-joined query should be wider than a joined query in a type sense? So the one with joins can be assigned to the one without?",
GUIB-n9eAZy82_FZ_c2Ww,1642,`where` applied prior to `join` does not set a qualified selector in the `ast`,False,1714429076000.0,1714066521000.0,tDY6IbKdVqbBlRBc3XMwF,"Zeppliear does:

```ts
query = issue.where('priority', 'in', x);
```

then

```
query.join('issueLabels', ...)
```

but the first `where` doesn't write itself into the AST as a qualified selector. This means that after the `join` we don't know what to compare against.

We should always use fully qualified selectors under the hood, even if the user does not provide it.",
HEQKdh59ynsn-lscZfHAr,1637,zql subscribe callback called with wrong arguments,True,1714034881000.0,1714034881000.0,nqYkxAGMnzk7Y5STjZryV,"If I do 


```js
query.subscribe((...args) => {
  console.log(...args);
})
```

It will log the value but also the internal zql tx version.",
Ug-22TAa01jHLgsN5C_4B,1633,Zeppliear `count` & `reduce` are incorrect by a constant factor,False,1715193127000.0,1714004632000.0,tDY6IbKdVqbBlRBc3XMwF,"For some reason the Zeppliear issue count is sometimes 2 and sometimes 3 times larger than expected 🤔
",
IxiKp7PlkscyxnOIJbBTi,1574,ZQL: Optimization in SetSource?,False,1713202888000.0,1713187276000.0,nqYkxAGMnzk7Y5STjZryV,"We have the following optimization:

```ts
      onCommitEnqueue: (version: Version) => {
        for (let i = 0; i < this.#pending.length; i++) {
          const [val, mult] = must(this.#pending[i]);
          // small optimization to reduce operations for replace
          if (i + 1 < this.#pending.length) {
            const [nextVal, nextMult] = must(this.#pending[i + 1]);
            if (
              Math.abs(mult) === 1 &&
              mult === -nextMult &&
              comparator(val, nextVal) === 0
            ) {
              // The tree doesn't allow dupes -- so this is a replace.
              this.#tree = this.#tree.add(nextMult > 0 ? nextVal : val);
              ++i;
              continue;
            }
          }
          if (mult < 0) {
            this.#tree = this.#tree.delete(val);
          } else if (mult > 0) {
            this.#tree = this.#tree.add(val);
          }
        }

        this.#stream.newDifference(version, this.#pending);
        this.#pending = [];
      },
```

However, how does the old value get deleted from the Set?",
LzMGiIAzW4_sGY1Eq4mL3,1515,rolling back to previous version of reflect causes rooms to break ,True,1712015712000.0,1712015712000.0,pgyTvcxh2hjmq2l4WKzK6,"if a user installs a version of Reflect past ""0.39.202402230127"" and rolls back to ""0.39.202402230127"" their rooms will encounter this issue.


```text
[Unhandled exception in #processNext, {stack=TypeError: Unexpected property deleted
    at parse (index.js:5388:11)
    at validateOrNormalize (index.js:7183:20)
    at listEntries (index.js:7178:10)
    at async listClientRecords (index.js:8004:19)
    at async fastForwardRoom (index.js:8130:29)
    at async processRoom (index.js:9071:23)
    at async processPending (index.js:9217:27)
    at async #processNextInLock (index.js:10781:65)
    at async index.js:10770:11
    at async index.js:9436:16, name=TypeError, message=Unexpected property deleted}]
``` ",
1YIoRcTwfwaxnGtAg8Luj,1514,Cloudflare returning `null` from DNSRecords.list(),True,1711992914000.0,1711992914000.0,ieK09sy2C_AIWE8KRkrQR,"We're seeing an error in our `setCustomHostnames()` method for both publishes and deletes.


https://console.cloud.google.com/monitoring/alerting/incidents/0.nb7hvre49xxg?channelType=slack&project=reflect-mirror-prod


```
TypeError: Cannot read properties of null (reading 'forEach')
    at setCustomHostnames (file:///workspace/out/index.js:14639:18)
    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
    at async publishCustomHostname (file:///workspace/out/index.js:14616:20)
    at async NamespacedScriptHandler._doPublish (file:///workspace/out/index.js:15259:22)
    at async NamespacedScriptHandler.publish (file:///workspace/out/index.js:15190:22)
    at async runDeployment (file:///workspace/out/index.js:15487:22)
    at async file:///workspace/out/index.js:15393:5
```

```
TypeError: Cannot read properties of null (reading 'forEach')
    at setCustomHostnames (file:///workspace/out/index.js:14639:18)
    at process.processTicksAndRejections (node:internal/process/task_queues:95:5)
    at async deleteCustomHostnames (file:///workspace/out/index.js:14621:20)
    at async NamespacedScriptHandler.delete (file:///workspace/out/index.js:15271:7)
    at async runDeployment (file:///workspace/out/index.js:15465:7)
    at async file:///workspace/out/index.js:15393:5
```



In the [code](https://github.com/rocicorp/mono/blob/c6020d36b62935fec5459d06e969d44590d09143/mirror/mirror-server/src/cloudflare/publish-custom-hostnames.ts#L34), the only time the target of ""forEach"" can be null is when it is called on the return value of DNSRecords.list():

<img width=""611"" alt=""Screenshot 2024-04-01 at 10 22 38"" src=""https://github.com/rocicorp/mono/assets/132324914/d395c254-2fc0-4d8b-82cb-bd6dbc6f6782"">

And indeed the errors always follow a call to `GET /zones/1b044253688b6ddb8e67738539a2b6d0/dns_records`

<img width=""1202"" alt=""Screenshot 2024-04-01 at 10 24 53"" src=""https://github.com/rocicorp/mono/assets/132324914/8dff045c-e99a-49bc-b0c0-c956c56acef5"">

So evidence points to the GET DNSRecords API call returning `null` (presumably instead of an empty list). 

I can't yet tell whether this is new behavior that we have to adjust to, or a bug that they've since rolled back. I will keep an eye on this.",
